month,day,temp,RH,wind,rain,class
7,7,22.1,19.0,1.0,0.0,0
3,5,6.1,95.0,2.0,0.1,0
5,3,9.6,77.0,0.0,0.0,0
11,3,9.5,76.0,2.0,0.0,0
3,2,19.3,27.0,8.0,0.0,0
6,5,22.4,48.0,4.0,0.0,0
1,7,1.9,92.0,1.0,0.0,0
10,2,16.3,75.0,3.0,0.0,0
11,1,5.6,97.0,1.0,0.0,0
4,6,7.6,53.0,3.0,0.0,0
4,6,7.6,51.0,2.0,0.0,0
10,6,9.7,95.0,0.0,0.3,0
12,7,1.5,99.0,0.0,0.0,0
8,6,31.3,27.0,1.0,0.0,0
12,1,6.6,62.0,4.0,0.0,0
9,6,13.7,74.0,0.0,0.0,0
11,5,11.0,96.0,4.0,0.0,0
11,4,2.8,80.0,0.0,0.0,0
2,2,0.8,78.0,0.0,0.0,0
12,6,2.2,96.0,0.0,0.0,0
1,5,11.2,98.0,0.0,0.6,0
6,1,23.3,45.0,1.0,0.0,0
5,3,6.6,99.0,0.0,0.0,0
4,6,10.9,96.0,2.0,0.1,0
8,1,36.6,19.0,3.0,0.0,0
2,3,0.6,97.0,1.0,13.0,0
4,3,22.2,36.0,4.0,0.0,0
11,1,6.3,90.0,1.0,0.1,0
2,2,11.3,78.0,5.0,0.0,0
5,2,17.9,46.0,1.0,0.0,0
6,4,19.3,70.0,0.0,0.0,0
1,7,7.1,65.0,2.0,0.0,0
3,1,9.7,95.0,2.0,0.1,0
11,7,9.9,92.0,4.0,7.0,0
3,1,5.8,58.0,5.0,0.0,0
4,2,9.6,69.0,7.0,0.0,0
12,6,3.4,99.0,0.0,0.0,0
10,2,6.2,92.0,0.0,6.0,0
6,1,28.8,37.0,2.0,0.0,0
7,7,32.2,21.0,1.0,0.0,0
8,1,32.4,30.0,1.0,0.0,0
10,7,9.3,76.0,0.0,0.0,0
7,3,25.5,50.0,2.0,0.0,0
5,3,18.9,55.0,3.0,0.0,0
10,6,26.7,21.0,3.0,0.0,0
1,4,6.1,91.0,2.0,0.0,0
1,6,8.2,56.0,5.0,0.0,0
12,1,11.6,51.0,2.0,0.0,0
9,4,15.3,54.0,2.0,0.0,0
9,3,25.3,25.0,2.0,0.0,0
1,2,10.2,98.0,1.0,0.1,0
7,6,18.6,54.0,1.0,0.0,0
12,4,11.3,91.0,3.0,0.5,0
7,6,21.6,54.0,1.0,0.0,0
11,7,5.6,95.0,0.0,0.0,0
7,6,23.5,53.0,2.0,0.0,0
6,4,15.7,72.0,1.0,0.0,0
2,1,1.7,51.0,1.0,0.0,0
3,7,10.2,43.0,4.0,0.0,0
6,5,12.3,76.0,3.0,0.0,0
5,1,17.4,63.0,0.0,0.0,0
7,2,17.6,48.0,3.0,0.0,0
1,2,6.2,92.0,2.0,0.0,0
8,5,18.3,62.0,1.0,0.0,0
3,4,11.7,45.0,2.0,0.0,0
6,1,16.7,81.0,4.0,0.0,0
1,4,2.8,86.0,0.0,0.1,0
1,7,8.7,87.0,6.0,4.0,0
12,5,2.8,99.0,1.0,8.0,0
4,6,22.1,18.0,2.0,0.0,0
9,2,22.9,36.0,3.0,0.0,0
12,5,2.2,99.0,0.0,0.0,0
6,4,25.3,35.0,2.0,0.0,0
4,7,4.2,78.0,3.0,0.0,0
6,3,22.3,65.0,0.0,0.0,0
11,5,9.1,98.0,1.0,0.1,0
6,1,17.1,72.0,5.0,0.0,0
5,4,11.4,70.0,0.0,0.0,0
8,3,13.9,45.0,1.0,0.0,0
1,1,7.5,96.0,0.0,0.0,0
4,3,12.9,81.0,0.0,0.0,0
2,3,2.2,98.0,1.0,0.0,0
12,2,2.7,98.0,0.0,0.0,0
3,2,6.2,70.0,3.0,0.0,0
12,3,8.0,99.0,2.0,0.0,0
9,5,24.2,37.0,5.0,0.0,0
3,4,5.9,67.0,2.0,0.0,0
5,1,7.8,99.0,1.0,0.0,0
6,5,24.4,41.0,1.0,0.0,0
1,6,9.7,78.0,6.0,0.0,0
3,5,2.9,89.0,2.0,0.1,0
7,6,22.9,33.0,2.0,0.0,0
3,1,5.2,81.0,3.0,0.0,0
8,1,25.7,36.0,1.0,0.0,0
1,5,12.3,80.0,6.0,0.0,0
5,3,19.6,62.0,2.0,0.0,0
7,6,34.1,14.0,3.0,0.0,0
12,7,3.1,69.0,0.0,0.0,0
12,7,10.3,90.0,2.0,1.0,0
12,7,5.9,84.0,3.0,0.0,0
9,7,17.3,56.0,0.0,0.0,0
3,5,10.2,97.0,2.0,5.0,0
9,2,14.8,47.0,1.0,0.0,0
3,5,11.4,63.0,4.0,0.0,0
1,3,8.4,78.0,5.0,0.0,0
6,7,25.0,55.0,3.0,0.0,0
5,2,23.6,34.0,3.0,0.0,0
7,7,17.5,72.0,1.0,0.0,0
2,4,1.0,88.0,1.0,0.0,0
5,6,14.5,70.0,3.0,0.1,0
3,3,14.8,53.0,6.0,0.0,0
4,5,3.3,59.0,5.0,0.0,0
7,2,25.6,50.0,2.0,0.0,0
8,2,26.7,29.0,3.0,0.0,0
7,6,14.8,71.0,0.0,0.0,0
4,4,23.8,32.0,5.0,0.0,0
9,4,17.7,61.0,0.0,0.0,0
6,4,12.9,77.0,2.0,0.0,0
6,3,20.3,66.0,1.0,0.0,0
9,5,20.9,44.0,2.0,0.0,0
12,3,0.7,90.0,0.0,0.0,0
9,5,21.1,46.0,3.0,0.0,0
2,1,12.1,60.0,5.0,0.0,0
5,4,9.3,81.0,3.0,0.4,0
6,1,23.2,48.0,2.0,0.0,0
8,4,22.4,63.0,2.0,0.0,0
11,6,12.4,81.0,3.0,0.0,0
11,1,7.8,80.0,1.0,0.0,0
12,6,6.7,45.0,1.0,0.0,0
6,2,29.8,33.0,1.0,0.0,0
11,1,1.5,94.0,1.0,0.0,0
10,2,15.3,30.0,1.0,0.0,0
4,5,4.9,97.0,0.0,0.0,0
10,7,23.6,30.0,0.0,0.0,0
5,6,9.0,91.0,1.0,0.1,0
10,5,14.7,78.0,1.0,0.0,0
12,4,12.2,86.0,4.0,0.0,0
12,7,6.6,57.0,0.0,0.0,0
1,5,7.7,62.0,6.0,0.0,0
1,6,6.2,87.0,5.0,0.0,0
3,3,7.3,90.0,0.0,0.0,0
11,7,6.6,92.0,1.0,0.0,0
6,3,10.0,95.0,4.0,0.2,0
6,7,10.4,98.0,0.0,3.0,0
4,1,18.8,38.0,1.0,0.0,0
12,6,11.4,75.0,2.0,0.0,0
5,6,9.5,96.0,3.0,2.0,0
10,5,22.7,32.0,1.0,0.0,0
1,1,5.7,69.0,1.0,0.0,0
3,3,5.8,82.0,5.0,0.0,0
7,1,33.1,22.0,3.0,0.0,0
1,1,6.9,99.0,1.0,0.0,0
2,6,9.7,72.0,2.0,0.0,0
3,7,2.8,84.0,2.0,0.0,0
3,4,5.4,86.0,4.0,0.5,0
5,3,18.1,51.0,6.0,0.0,0
1,3,9.0,50.0,3.0,0.0,0
2,7,13.8,47.0,2.0,0.0,0
6,2,15.4,75.0,2.0,0.0,0
10,2,4.3,92.0,3.0,0.2,0
8,6,19.5,56.0,1.0,0.0,0
6,7,17.1,49.0,2.0,0.0,0
5,4,11.5,71.0,1.0,0.0,0
5,7,20.3,62.0,8.0,0.0,0
6,7,20.7,62.0,7.0,0.0,0
9,6,19.4,66.0,1.0,0.0,0
7,2,22.9,39.0,4.0,0.0,0
1,5,9.9,44.0,1.0,0.0,0
9,6,11.4,69.0,2.0,0.0,0
1,3,3.1,91.0,3.0,0.7,0
1,4,-1.4,96.0,1.0,0.0,0
5,6,21.4,33.0,4.0,0.0,0
10,5,7.2,84.0,1.0,0.0,0
12,4,10.7,91.0,4.0,0.0,0
4,3,19.2,18.0,6.0,0.0,0
10,6,8.8,68.0,2.0,0.0,0
1,7,5.0,97.0,0.0,0.2,0
3,7,22.2,26.0,2.0,0.0,0
9,6,12.4,76.0,0.0,0.0,0
2,4,17.5,39.0,3.0,0.0,0
1,1,10.8,90.0,4.0,0.0,0
11,7,7.2,89.0,1.0,0.0,0
2,3,0.7,96.0,1.0,1.0,0
6,6,24.1,42.0,3.0,0.0,0
1,4,9.8,82.0,4.0,0.0,0
4,3,21.8,34.0,1.0,0.0,0
2,4,19.1,35.0,2.0,0.0,0
6,3,18.8,53.0,2.0,0.0,0
7,7,18.1,71.0,5.0,0.0,0
12,1,9.1,92.0,1.0,0.0,0
1,5,7.7,59.0,5.0,0.0,0
8,7,18.6,52.0,3.0,0.0,0
6,6,17.5,89.0,3.0,1.0,0
11,2,-0.7,92.0,0.0,0.0,0
4,7,9.4,70.0,4.0,0.0,0
4,5,3.3,70.0,1.0,0.0,0
10,1,12.1,68.0,0.0,0.0,0
6,2,32.8,27.0,2.0,0.0,0
11,6,3.8,83.0,0.0,0.0,0
12,1,2.1,97.0,1.0,0.0,0
2,5,6.4,60.0,2.0,0.1,0
12,3,3.7,99.0,0.0,0.0,0
9,3,25.9,43.0,2.0,0.0,0
9,2,17.7,68.0,1.0,0.0,0
3,2,3.6,91.0,3.0,2.0,0
10,1,16.2,63.0,2.0,0.0,0
6,7,14.9,67.0,1.0,0.0,0
2,2,-2.5,64.0,1.0,0.0,0
1,6,2.9,99.0,0.0,0.0,0
10,3,7.7,75.0,0.0,0.0,0
10,6,27.4,12.0,4.0,0.0,0
2,7,4.9,71.0,4.0,0.0,0
8,5,33.0,31.0,3.0,0.0,0
9,7,13.8,77.0,0.0,0.0,0
1,1,7.4,62.0,2.0,0.0,0
8,6,19.8,63.0,0.0,0.0,0
6,1,31.5,37.0,2.0,0.0,0
2,3,7.1,97.0,0.0,0.1,0
5,2,7.9,59.0,1.0,0.0,0
2,3,10.3,70.0,1.0,0.0,0
9,2,21.2,59.0,1.0,0.0,0
6,1,26.8,39.0,1.0,0.0,0
12,4,-0.9,93.0,1.0,0.0,0
1,2,10.7,85.0,2.0,0.0,0
1,2,6.2,95.0,0.0,0.0,0
5,1,14.9,79.0,1.0,0.0,0
4,4,5.8,78.0,2.0,0.0,0
9,1,28.1,37.0,2.0,0.0,0
4,7,5.7,97.0,1.0,0.8,0
2,2,0.3,97.0,1.0,0.2,0
2,7,4.6,85.0,3.0,0.0,0
10,2,8.2,82.0,0.0,0.0,0
8,6,29.0,33.0,2.0,0.0,0
7,6,16.5,80.0,1.0,0.0,0
1,4,-4.2,81.0,1.0,0.0,0
7,7,17.9,62.0,1.0,0.0,0
5,7,10.7,46.0,3.0,0.0,0
7,1,20.3,46.0,2.0,0.0,0
5,3,23.9,26.0,1.0,0.0,0
11,3,4.8,97.0,3.0,8.0,0
9,2,7.6,90.0,0.0,0.0,0
7,7,28.5,39.0,1.0,0.0,0
1,2,6.7,99.0,1.0,0.0,0
11,6,12.3,77.0,2.0,0.0,0
11,4,11.6,53.0,3.0,0.0,0
1,2,4.0,89.0,1.0,0.0,0
5,1,15.8,55.0,1.0,0.0,0
2,7,1.3,97.0,2.0,0.0,0
2,7,3.3,76.0,8.0,0.0,0
5,7,13.7,82.0,1.0,0.0,0
8,1,32.3,23.0,2.0,0.0,0
8,6,16.7,77.0,0.0,0.0,0
9,6,14.7,67.0,1.0,0.0,0
3,6,12.8,46.0,2.0,0.0,0
6,1,18.6,53.0,3.0,0.0,0
5,7,8.1,99.0,3.0,2.0,0
8,2,27.6,30.0,3.0,0.0,0
11,5,3.5,95.0,3.0,0.9,0
3,3,10.6,36.0,2.0,0.0,0
1,1,-4.3,96.0,0.0,0.0,0
11,6,10.1,97.0,1.0,0.0,0
9,6,16.9,57.0,1.0,0.0,0
7,4,31.0,28.0,3.0,0.0,0
3,4,11.1,47.0,6.0,0.0,0
9,6,27.6,32.0,2.0,0.0,0
12,4,9.4,80.0,1.0,0.0,0
4,1,12.7,48.0,0.0,0.0,0
6,6,20.4,61.0,5.0,0.0,0
5,7,17.1,31.0,3.0,0.0,0
10,6,7.4,65.0,1.0,0.0,0
9,5,20.0,53.0,2.0,0.0,0
9,5,24.0,31.0,1.0,0.0,0
3,7,7.3,74.0,5.0,0.0,0
2,4,4.3,80.0,0.0,0.0,0
6,4,32.3,31.0,3.0,0.0,0
3,2,8.3,73.0,7.0,0.0,0
8,7,32.0,16.0,5.0,0.0,0
8,6,28.6,25.0,3.0,0.0,0
12,3,5.3,85.0,6.0,0.3,0
3,6,4.5,93.0,0.0,0.0,0
12,5,10.5,69.0,2.0,0.0,0
10,3,13.4,65.0,3.0,2.0,0
8,4,21.4,67.0,3.0,0.0,0
7,3,22.5,45.0,3.0,0.0,0
8,6,27.4,20.0,3.0,0.0,0
9,7,28.1,21.0,6.0,0.0,0
3,2,7.8,89.0,4.0,0.0,0
2,1,7.6,43.0,4.0,0.0,0
7,4,30.3,36.0,2.0,0.0,0
4,6,10.1,73.0,2.0,0.0,0
11,6,7.6,89.0,0.0,0.0,0
6,2,13.0,80.0,2.0,0.0,0
4,4,8.0,93.0,1.0,0.1,0
11,4,14.0,72.0,2.0,0.0,0
1,5,8.6,82.0,2.0,0.0,0
7,4,24.4,22.0,1.0,0.0,0
9,1,13.9,84.0,1.0,0.0,0
7,1,19.2,64.0,2.0,0.0,0
4,7,8.8,55.0,5.0,0.0,0
4,5,6.6,71.0,1.0,0.0,0
11,4,11.9,77.0,0.0,0.0,0
7,7,13.9,83.0,1.0,0.0,0
12,3,7.3,90.0,2.0,0.3,0
10,2,14.3,54.0,2.0,0.0,0
1,1,6.6,79.0,5.0,0.1,0
12,1,4.0,98.0,0.0,0.1,0
5,6,9.9,86.0,3.0,0.0,0
5,2,9.0,56.0,3.0,0.0,0
10,1,10.0,94.0,0.0,3.0,0
6,2,16.1,75.0,3.0,0.1,0
6,1,21.6,56.0,3.0,0.0,0
10,2,6.2,88.0,0.0,0.0,0
8,7,19.3,39.0,1.0,0.0,0
10,4,16.7,66.0,0.0,0.0,0
12,7,3.9,84.0,1.0,0.0,0
12,3,7.2,99.0,1.0,0.7,0
9,6,9.4,89.0,1.0,0.0,0
7,3,34.7,22.0,2.0,0.0,0
5,3,15.7,64.0,0.0,0.0,0
8,6,25.4,41.0,1.0,0.0,0
7,6,11.6,90.0,1.0,0.0,0
10,2,19.4,38.0,2.0,0.0,0
8,3,19.9,39.0,3.0,0.0,0
8,1,17.9,70.0,3.0,0.0,0
8,2,20.6,38.0,0.0,0.0,0
12,7,0.9,99.0,0.0,0.0,0
4,6,7.1,68.0,3.0,0.0,0
3,2,9.2,57.0,3.0,0.0,0
7,2,22.8,52.0,4.0,0.0,0
2,6,7.7,77.0,0.0,0.0,0
3,7,4.0,80.0,1.0,0.0,0
12,1,6.1,97.0,1.0,0.0,0
5,3,6.5,56.0,2.0,0.0,0
8,7,35.2,25.0,1.0,0.0,0
2,1,5.4,81.0,1.0,0.0,0
8,1,30.3,19.0,2.0,0.0,0
12,6,9.0,37.0,2.0,0.0,0
9,5,21.4,50.0,0.0,0.0,0
4,5,11.6,49.0,4.0,0.0,0
7,2,14.4,71.0,0.0,0.0,0
11,1,2.6,70.0,0.0,0.0,0
6,1,14.7,69.0,1.0,0.0,0
2,6,5.7,91.0,0.0,0.0,0
4,3,5.9,85.0,1.0,0.0,0
7,7,31.8,24.0,3.0,0.0,0
11,7,3.8,95.0,0.0,0.0,0
3,2,5.5,98.0,2.0,0.0,0
3,4,12.6,58.0,2.0,0.0,0
5,1,12.6,66.0,3.0,0.0,0
3,4,0.3,73.0,1.0,0.0,0
1,6,7.8,86.0,8.0,2.0,0
9,1,16.2,74.0,1.0,0.0,0
2,7,9.1,65.0,0.0,0.0,0
4,5,15.6,48.0,4.0,0.0,0
9,4,23.9,23.0,3.0,0.0,0
5,6,18.3,54.0,1.0,0.0,0
6,4,29.4,32.0,3.0,0.0,0
12,6,-0.5,83.0,0.0,0.0,0
8,4,20.7,55.0,0.0,0.0,0
4,1,5.4,75.0,2.0,0.0,0
3,5,4.9,77.0,1.0,0.0,0
1,5,1.4,92.0,0.0,0.0,0
1,7,8.8,87.0,6.0,4.0,0
4,6,7.3,71.0,3.0,0.0,0
4,7,16.0,39.0,1.0,0.0,0
6,1,32.6,22.0,1.0,0.0,0
8,3,22.8,57.0,1.0,0.0,0
4,1,3.4,91.0,2.0,0.3,0
10,5,6.6,62.0,0.0,0.0,0
8,4,22.3,57.0,1.0,0.0,0
3,4,6.9,57.0,4.0,0.0,0
10,3,11.2,58.0,1.0,0.0,0
3,3,1.2,89.0,1.0,0.0,0
7,2,14.9,71.0,2.0,0.0,0
1,7,8.0,58.0,1.0,0.0,0
6,3,20.7,43.0,1.0,0.0,0
9,5,20.0,48.0,2.0,0.0,0
9,2,14.1,72.0,1.0,0.0,0
10,1,13.3,54.0,1.0,0.0,0
2,3,9.0,76.0,1.0,0.0,0
10,6,27.8,22.0,1.0,0.0,0
12,1,1.4,99.0,0.0,0.0,0
10,3,11.2,71.0,3.0,0.0,0
8,1,32.1,26.0,4.0,0.0,0
12,7,3.2,94.0,0.0,0.0,0
8,7,17.7,58.0,1.0,0.0,0
8,5,21.3,41.0,1.0,0.0,0
7,2,17.6,59.0,1.0,0.0,0
7,7,21.7,56.0,1.0,0.0,0
9,6,29.5,35.0,0.0,0.0,0
4,2,6.8,71.0,6.0,0.0,0
7,6,18.7,62.0,1.0,0.0,0
12,7,9.4,85.0,1.0,0.1,0
5,4,14.9,50.0,1.0,0.0,0
12,7,3.9,93.0,0.0,0.0,0
7,7,22.4,54.0,3.0,0.0,0
11,5,5.8,97.0,4.0,0.0,0
3,7,4.7,93.0,2.0,0.1,0
12,4,5.8,79.0,7.0,0.0,0
10,7,10.2,86.0,1.0,0.0,0
2,4,9.3,83.0,7.0,2.0,0
10,2,13.9,85.0,2.0,0.0,0
9,5,30.5,29.0,1.0,0.0,0
2,5,12.7,48.0,5.0,0.0,0
8,4,12.3,88.0,1.0,0.0,0
5,7,16.8,57.0,2.0,0.0,0
7,5,32.7,27.0,3.0,0.0,0
6,3,9.6,97.0,0.0,0.0,0
5,4,16.3,38.0,5.0,0.0,0
3,3,17.2,33.0,1.0,0.0,0
6,7,10.4,97.0,2.0,0.0,0
9,2,22.1,51.0,1.0,0.0,0
12,4,3.3,99.0,1.0,0.1,0
5,3,16.1,63.0,1.0,0.0,0
9,5,24.2,33.0,2.0,0.0,0
3,3,3.9,96.0,0.0,0.0,0
11,3,6.8,87.0,3.0,1.0,0
6,3,31.8,35.0,1.0,0.0,0
8,4,17.5,76.0,0.0,0.0,0
10,4,25.3,12.0,3.0,0.0,0
1,2,0.3,75.0,1.0,0.0,0
3,3,14.1,66.0,5.0,0.0,0
11,2,2.0,97.0,1.0,0.0,0
6,7,23.3,50.0,0.0,0.0,0
9,3,25.1,44.0,1.0,0.0,0
7,2,27.6,38.0,3.0,0.0,0
6,6,20.4,50.0,2.0,0.0,0
12,3,6.2,82.0,3.0,0.8,0
4,7,4.9,86.0,4.0,0.2,0
8,5,20.0,56.0,2.0,0.0,0
6,5,26.8,34.0,3.0,0.0,0
3,6,6.1,65.0,6.0,0.2,0
6,2,13.7,92.0,2.0,0.1,0
3,1,5.1,46.0,8.0,0.0,0
7,1,26.9,45.0,3.0,0.0,0
4,6,15.7,38.0,2.0,0.0,0
9,7,21.7,51.0,1.0,0.0,0
11,2,-2.1,83.0,0.0,0.0,0
6,1,15.3,76.0,3.0,0.0,0
8,5,21.3,55.0,2.0,0.0,0
1,4,11.5,91.0,7.0,0.1,0
11,3,5.9,81.0,2.0,0.0,0
1,7,11.2,74.0,5.0,0.0,0
9,2,16.9,71.0,0.0,0.0,0
11,4,-1.9,96.0,0.0,0.0,0
9,6,24.0,38.0,4.0,0.0,0
10,3,19.0,51.0,9.0,0.0,0
4,5,9.9,88.0,4.0,1.0,0
1,6,4.9,99.0,1.0,0.3,0
9,6,25.1,23.0,1.0,0.0,0
7,2,23.2,29.0,3.0,0.0,0
6,6,19.8,59.0,3.0,0.0,0
6,2,25.8,47.0,2.0,0.0,0
9,4,23.7,54.0,0.0,0.0,0
6,7,37.0,13.0,1.0,0.0,0
9,2,12.0,77.0,2.0,0.0,0
3,7,3.5,72.0,3.0,0.0,0
5,3,11.7,79.0,1.0,0.3,0
8,3,16.7,80.0,2.0,0.0,0
8,7,24.9,29.0,1.0,0.0,0
3,5,10.7,86.0,0.0,0.0,0
8,2,30.6,23.0,1.0,0.0,0
4,1,5.5,84.0,0.0,0.0,0
4,2,13.3,74.0,0.0,0.0,0
12,1,3.0,99.0,0.0,0.0,0
9,5,15.7,68.0,1.0,0.0,0
1,1,8.1,58.0,1.0,0.0,0
9,5,21.0,52.0,2.0,0.0,0
7,5,17.5,73.0,1.0,0.0,0
3,2,6.9,75.0,1.0,0.0,0
5,6,14.7,65.0,2.0,0.0,0
9,1,15.4,71.0,0.0,0.0,0
11,5,9.2,84.0,3.0,0.0,0
11,2,3.0,91.0,0.0,0.0,0
1,3,12.2,88.0,3.0,0.0,0
12,4,8.0,97.0,1.0,0.4,0
1,7,5.6,61.0,2.0,0.0,0
9,5,13.4,67.0,0.0,0.0,0
8,2,22.8,37.0,1.0,0.0,0
7,1,35.0,13.0,3.0,0.0,0
3,7,6.6,94.0,1.0,1.0,0
5,6,16.5,61.0,4.0,0.0,0
3,2,9.3,94.0,3.0,0.1,0
2,2,9.2,82.0,2.0,0.0,0
5,4,17.9,51.0,3.0,0.0,0
9,1,18.1,75.0,2.0,0.0,0
1,4,11.5,79.0,8.0,0.0,0
1,2,0.8,97.0,0.0,0.7,0
3,7,1.9,83.0,0.0,0.0,0
3,6,5.1,96.0,0.0,0.9,0
7,6,23.4,46.0,2.0,0.0,0
2,2,13.3,42.0,3.0,0.0,0
11,2,8.5,95.0,0.0,0.0,0
7,1,25.7,24.0,2.0,0.0,0
12,3,10.9,49.0,0.0,0.0,0
3,3,5.5,87.0,0.0,0.0,0
2,6,2.5,70.0,4.0,0.0,0
1,1,-1.7,86.0,2.0,0.0,0
9,3,18.4,56.0,2.0,0.0,0
8,1,30.7,21.0,3.0,0.0,0
10,5,9.2,83.0,1.0,0.0,0
11,7,9.6,59.0,1.0,0.0,0
6,1,11.5,93.0,3.0,5.0,0
2,3,6.9,95.0,0.0,0.0,0
6,6,10.5,69.0,2.0,0.0,0
2,2,7.5,84.0,7.0,5.0,0
8,2,21.8,46.0,0.0,0.0,0
1,1,8.5,89.0,1.0,0.0,0
4,3,8.9,81.0,4.0,0.6,0
8,4,28.3,36.0,3.0,0.0,0
6,1,9.4,94.0,3.0,0.0,0
7,7,21.1,65.0,2.0,0.0,0
7,4,28.8,29.0,4.0,0.0,0
11,7,7.8,99.0,0.0,1.0,0
4,6,13.3,71.0,1.0,0.0,0
10,3,16.8,69.0,0.0,0.0,0
1,7,8.6,82.0,3.0,0.0,0
10,1,15.2,46.0,1.0,0.0,0
5,7,18.9,54.0,1.0,0.0,0
7,6,21.5,52.0,3.0,0.0,0
1,3,2.3,66.0,1.0,0.0,0
7,1,26.4,41.0,3.0,0.0,0
2,7,7.3,79.0,3.0,0.0,0
6,6,23.0,45.0,2.0,0.0,0
1,7,-3.0,79.0,0.0,0.0,0
12,5,4.9,99.0,0.0,0.0,0
11,4,3.9,97.0,3.0,11.0,0
4,7,12.5,65.0,4.0,0.0,0
5,3,11.2,77.0,1.0,0.0,0
2,5,5.6,97.0,5.0,0.9,0
1,3,-1.5,69.0,3.0,0.0,0
4,3,25.0,20.0,2.0,0.0,0
1,7,11.4,85.0,2.0,0.0,0
8,4,23.0,39.0,4.0,0.0,0
3,5,9.2,96.0,4.0,0.0,0
7,1,25.0,43.0,3.0,0.0,0
2,3,6.4,88.0,1.0,0.0,0
4,3,8.0,62.0,4.0,0.0,0
11,2,8.1,87.0,2.0,0.0,0
11,7,2.9,76.0,1.0,0.0,0
7,5,20.3,65.0,1.0,0.0,0
1,3,4.9,77.0,1.0,0.0,0
11,7,4.9,78.0,3.0,0.0,0
12,2,5.3,91.0,1.0,0.0,0
7,7,24.6,58.0,2.0,0.0,0
1,2,0.4,64.0,1.0,0.0,0
2,4,8.7,51.0,2.0,0.0,0
4,1,7.4,80.0,3.0,0.0,0
4,6,5.5,65.0,1.0,0.0,0
7,5,24.2,44.0,1.0,0.0,0
10,4,21.0,32.0,2.0,0.0,0
2,5,14.5,49.0,2.0,0.0,0
11,7,1.4,93.0,1.0,0.0,0
12,2,1.5,96.0,1.0,0.0,0
6,5,14.7,78.0,0.0,0.0,0
9,7,22.7,46.0,3.0,0.0,0
5,1,13.5,80.0,0.0,0.0,0
3,4,3.8,93.0,3.0,0.4,0
9,6,20.0,56.0,2.0,0.0,0
11,7,6.3,91.0,1.0,2.0,0
9,3,24.5,24.0,3.0,0.0,0
7,3,28.0,38.0,2.0,0.0,0
1,2,12.2,89.0,3.0,0.1,0
4,1,5.2,76.0,2.0,0.0,0
4,3,8.8,81.0,6.0,2.0,0
11,1,0.4,73.0,0.0,0.0,0
6,4,14.0,90.0,2.0,0.0,0
8,5,31.9,28.0,4.0,0.0,0
6,1,21.9,52.0,3.0,0.0,0
8,7,24.4,44.0,2.0,0.0,0
10,7,21.0,36.0,2.0,0.0,0
4,7,15.5,39.0,2.0,0.0,0
7,6,13.4,76.0,1.0,0.0,0
12,1,2.5,77.0,1.0,0.0,0
7,5,20.9,59.0,2.0,0.1,0
10,3,13.0,88.0,2.0,0.0,0
7,5,23.0,57.0,2.0,0.0,0
11,6,13.5,71.0,5.0,0.0,0
3,1,5.4,90.0,3.0,2.0,0
3,3,1.2,87.0,5.0,8.0,0
7,7,19.6,65.0,3.0,0.0,0
9,5,14.9,68.0,1.0,0.0,0
6,4,11.2,80.0,0.0,0.0,0
3,5,6.3,81.0,1.0,0.2,0
12,1,9.7,49.0,4.0,0.0,0
9,4,28.2,20.0,2.0,0.0,0
12,2,4.2,95.0,1.0,0.4,0
10,2,17.8,36.0,3.0,0.0,0
7,1,26.1,43.0,4.0,0.0,0
6,4,19.5,68.0,1.0,0.0,0
1,3,3.5,92.0,2.0,0.2,0
4,7,21.0,22.0,4.0,0.0,0
8,5,27.2,25.0,2.0,0.0,0
3,7,5.6,93.0,2.0,1.0,0
8,2,27.3,33.0,3.0,0.0,0
11,1,6.2,85.0,1.0,0.0,0
10,6,15.3,64.0,3.0,0.0,0
11,4,-2.5,84.0,0.0,0.0,0
8,6,35.4,20.0,2.0,0.0,0
7,2,22.7,60.0,1.0,0.0,0
1,4,7.2,81.0,1.0,0.1,0
1,5,11.2,98.0,0.0,0.0,0
11,4,5.3,84.0,1.0,0.0,0
5,4,17.9,57.0,0.0,0.0,0
4,4,13.7,21.0,5.0,0.0,0
1,3,6.0,99.0,0.0,0.1,0
9,2,23.9,32.0,1.0,0.0,0
6,1,27.0,46.0,1.0,0.0,0
1,6,3.3,96.0,1.0,0.0,0
8,4,23.9,44.0,4.0,0.0,0
9,3,16.3,75.0,2.0,0.0,0
10,2,14.3,83.0,1.0,0.0,0
4,7,6.3,63.0,2.0,0.0,0
9,3,29.9,28.0,2.0,0.0,0
1,4,4.3,82.0,3.0,0.0,0
12,4,1.1,96.0,0.0,0.0,0
6,6,20.9,47.0,5.0,0.0,0
5,2,22.0,50.0,4.0,0.0,0
3,5,6.1,85.0,3.0,0.0,0
12,6,6.3,95.0,0.0,0.0,0
3,5,10.2,81.0,3.0,0.1,0
8,7,24.6,42.0,2.0,0.0,0
1,7,1.7,89.0,2.0,0.3,0
2,1,5.9,84.0,2.0,0.0,0
5,3,8.2,54.0,2.0,0.0,0
5,1,23.0,51.0,2.0,0.0,0
9,6,24.3,44.0,2.0,0.0,0
1,7,8.2,44.0,2.0,0.0,0
4,7,6.6,78.0,6.0,1.0,0
10,5,16.8,84.0,2.0,0.0,0
11,7,9.3,97.0,1.0,2.0,0
5,2,12.2,77.0,1.0,0.0,0
3,6,1.4,96.0,0.0,4.0,0
2,2,0.2,49.0,2.0,0.0,0
